data,hora,num,ambiente,predição
08/05/2026,16:47:36,1,Lab. Informática 09,Lab. Informática 09
08/05/2026,16:47:36,2,Lab. Informática 09,Lab. de Telecomunicações
08/05/2026,16:47:36,3,Lab. Informática 09,Lab. Informática 09
08/05/2026,16:47:36,4,Lab. Informática 09,Lab. de Telecomunicações
08/05/2026,16:47:36,5,Lab. Informática 09,Lab. Informática 09
08/05/2026,16:47:36,6,Lab. Informática 09,Lab. Informática 09
08/05/2026,16:47:36,7,Lab. Informática 09,Lab. de Telecomunicações
08/05/2026,16:47:36,8,Lab. Informática 09,Lab. Informática 09
08/05/2026,16:47:36,9,Lab. Informática 09,Lab. Informática 09
08/05/2026,16:47:36,10,Lab. Informática 09,Lab. Informática 09
08/05/2026,16:47:36,11,Lab. de Telecomunicações,Lab. de Telecomunicações
08/05/2026,16:47:36,12,Lab. de Telecomunicações,Lab. de Telecomunicações
08/05/2026,16:47:36,13,Lab. de Telecomunicações,Lab. de Telecomunicações
08/05/2026,16:47:36,14,Lab. de Telecomunicações,Lab. de Telecomunicações
08/05/2026,16:47:36,15,Lab. de Telecomunicações,Lab. de Telecomunicações
08/05/2026,16:47:36,16,Lab. de Telecomunicações,Lab. de Telecomunicações
08/05/2026,16:47:36,17,Lab. de Telecomunicações,PET Eng. Elétrica
08/05/2026,16:47:36,18,Lab. de Telecomunicações,PET Eng. Elétrica
08/05/2026,16:47:36,19,Lab. de Telecomunicações,Lab. de Telecomunicações
08/05/2026,16:47:36,20,Lab. de Telecomunicações,Lab. de Telecomunicações
08/05/2026,16:47:36,21,PET Eng. Elétrica,PET Eng. Elétrica
08/05/2026,16:47:36,22,PET Eng. Elétrica,PET Eng. Elétrica
08/05/2026,16:47:36,23,PET Eng. Elétrica,PET Eng. Elétrica
08/05/2026,16:47:36,24,PET Eng. Elétrica,PET Eng. Elétrica
08/05/2026,16:47:36,25,PET Eng. Elétrica,PET Eng. Elétrica
08/05/2026,16:47:36,26,PET Eng. Elétrica,PET Eng. Elétrica
08/05/2026,16:47:36,27,PET Eng. Elétrica,PET Eng. Elétrica
08/05/2026,16:47:36,28,PET Eng. Elétrica,PET Eng. Elétrica
08/05/2026,16:47:36,29,PET Eng. Elétrica,PET Eng. Elétrica
08/05/2026,16:47:36,30,PET Eng. Elétrica,PET Eng. Elétrica
08/05/2026,16:47:36,31,Coordenação de Eng. Elétrica,Coordenação de Eng. Elétrica
08/05/2026,16:47:36,32,Coordenação de Eng. Elétrica,Coordenação de Eng. Elétrica
08/05/2026,16:47:36,33,Coordenação de Eng. Elétrica,Coordenação de Eng. Elétrica
08/05/2026,16:47:36,34,Coordenação de Eng. Elétrica,Coordenação de Eng. Elétrica
08/05/2026,16:47:36,35,Coordenação de Eng. Elétrica,Coordenação de Eng. Elétrica
08/05/2026,16:47:36,36,Coordenação de Eng. Elétrica,PET Eng. Elétrica
08/05/2026,16:47:36,37,Coordenação de Eng. Elétrica,Coordenação de Eng. Elétrica
08/05/2026,16:47:36,38,Coordenação de Eng. Elétrica,Coordenação de Eng. Elétrica
08/05/2026,16:47:36,39,Coordenação de Eng. Elétrica,Coordenação de Eng. Elétrica
08/05/2026,16:47:36,40,Coordenação de Eng. Elétrica,Coordenação de Eng. Elétrica
08/05/2026,16:47:36,41,Auditório de Eng. Elétrica,Auditório de Eng. Elétrica
08/05/2026,16:47:36,42,Auditório de Eng. Elétrica,Auditório de Eng. Elétrica
08/05/2026,16:47:36,43,Auditório de Eng. Elétrica,Auditório de Eng. Elétrica
08/05/2026,16:47:36,44,Auditório de Eng. Elétrica,Auditório de Eng. Elétrica
08/05/2026,16:47:36,45,Auditório de Eng. Elétrica,Auditório de Eng. Elétrica
08/05/2026,16:47:36,46,Auditório de Eng. Elétrica,Auditório de Eng. Elétrica
08/05/2026,16:47:36,47,Auditório de Eng. Elétrica,Auditório de Eng. Elétrica
08/05/2026,16:47:36,48,Auditório de Eng. Elétrica,Auditório de Eng. Elétrica
08/05/2026,16:47:36,49,Auditório de Eng. Elétrica,Auditório de Eng. Elétrica
08/05/2026,16:47:36,50,Auditório de Eng. Elétrica,Auditório de Eng. Elétrica
08/05/2026,16:47:36,51,Lab. de Instrumentação biomédica,Lab. de Instrumentação biomédica
08/05/2026,16:47:36,52,Lab. de Instrumentação biomédica,Lab. de Instrumentação biomédica
08/05/2026,16:47:36,53,Lab. de Instrumentação biomédica,Lab. de Instrumentação biomédica
08/05/2026,16:47:36,54,Lab. de Instrumentação biomédica,Lab. de Instrumentação biomédica
08/05/2026,16:47:36,55,Lab. de Instrumentação biomédica,Lab. de Instrumentação biomédica
08/05/2026,16:47:36,56,Lab. de Instrumentação biomédica,Lab. de Instrumentação biomédica
08/05/2026,16:47:36,57,Lab. de Instrumentação biomédica,Lab. de Instrumentação biomédica
08/05/2026,16:47:36,58,Lab. de Instrumentação biomédica,Lab. de Instrumentação biomédica
08/05/2026,16:47:36,59,Lab. de Instrumentação biomédica,Lab. de Instrumentação biomédica
08/05/2026,16:47:36,60,Lab. de Instrumentação biomédica,Lab. de Medição e Calibração
08/05/2026,16:47:36,61,Lab. de Medição e Calibração,Lab. de Instrumentação biomédica
08/05/2026,16:47:36,62,Lab. de Medição e Calibração,Lab. de Instrumentação biomédica
08/05/2026,16:47:36,63,Lab. de Medição e Calibração,Lab. de Instrumentação biomédica
08/05/2026,16:47:36,64,Lab. de Medição e Calibração,Lab. de Instrumentação biomédica
08/05/2026,16:47:36,65,Lab. de Medição e Calibração,Lab. de Medição e Calibração
08/05/2026,16:47:36,66,Lab. de Medição e Calibração,Lab. de Medição e Calibração
08/05/2026,16:47:36,67,Lab. de Medição e Calibração,Lab. de Medição e Calibração
08/05/2026,16:47:36,68,Lab. de Medição e Calibração,Lab. de Medição e Calibração
08/05/2026,16:47:36,69,Lab. de Medição e Calibração,Lab. de Medição e Calibração
08/05/2026,16:47:36,70,Lab. de Medição e Calibração,Lab. de Medição e Calibração
