data,hora,num,ssid,bssid,rssi,canal,ambiente,areaCrip,codigo
18/11/2025,06:59:57,41,IFPB-VISITANTE,84:f1:47:54:f9:82,-83,6,Práticas didáticas,Goose,9
18/11/2025,06:59:57,41,IFPB,84:f1:47:54:f9:80,-83,6,Práticas didáticas,Goose,9
18/11/2025,06:59:57,41,IFPB,e4:4e:2d:85:4c:60,-87,11,Práticas didáticas,Goose,9
18/11/2025,06:59:57,41,IFPB-VISITANTE,e4:4e:2d:85:4c:62,-87,11,Práticas didáticas,Goose,9
18/11/2025,07:00:06,42,IFPB-VISITANTE,84:f1:47:54:8b:a2,-81,11,Práticas didáticas,Goose,9
18/11/2025,07:00:06,42,IFPB,84:f1:47:54:eb:20,-82,1,Práticas didáticas,Goose,9
18/11/2025,07:00:06,42,IFPB-VISITANTE,84:f1:47:54:eb:22,-82,1,Práticas didáticas,Goose,9
18/11/2025,07:00:06,42,IFPB,84:f1:47:54:8b:a0,-82,11,Práticas didáticas,Goose,9
18/11/2025,07:00:06,42,IFPB,84:f1:47:54:f9:80,-83,6,Práticas didáticas,Goose,9
18/11/2025,07:00:06,42,IFPB-VISITANTE,84:f1:47:54:f9:82,-84,6,Práticas didáticas,Goose,9
18/11/2025,07:00:06,42,IFPB-VISITANTE,e4:4e:2d:85:4c:62,-86,11,Práticas didáticas,Goose,9
18/11/2025,07:00:06,42,IFPB,e4:4e:2d:85:4c:60,-87,11,Práticas didáticas,Goose,9
18/11/2025,07:00:15,43,IFPB-VISITANTE,84:f1:47:54:f9:82,-77,6,Práticas didáticas,Goose,9
18/11/2025,07:00:15,43,IFPB,84:f1:47:54:f9:80,-77,6,Práticas didáticas,Goose,9
18/11/2025,07:00:15,43,IFPB,84:f1:47:54:eb:20,-80,1,Práticas didáticas,Goose,9
18/11/2025,07:00:15,43,IFPB-VISITANTE,84:f1:47:54:eb:22,-80,1,Práticas didáticas,Goose,9
18/11/2025,07:00:15,43,IFPB,84:f1:47:54:8b:a0,-80,11,Práticas didáticas,Goose,9
18/11/2025,07:00:15,43,IFPB-VISITANTE,84:f1:47:54:8b:a2,-81,11,Práticas didáticas,Goose,9
18/11/2025,07:00:15,43,IFPB,e4:4e:2d:85:4c:60,-85,11,Práticas didáticas,Goose,9
18/11/2025,07:00:15,43,IFPB-VISITANTE,e4:4e:2d:85:4c:62,-86,11,Práticas didáticas,Goose,9
18/11/2025,07:00:25,44,IFPB-VISITANTE,84:f1:47:54:eb:22,-78,1,Práticas didáticas,Goose,9
18/11/2025,07:00:25,44,IFPB,84:f1:47:54:eb:20,-79,1,Práticas didáticas,Goose,9
18/11/2025,07:00:25,44,IFPB-VISITANTE,84:f1:47:54:f9:82,-80,6,Práticas didáticas,Goose,9
18/11/2025,07:00:25,44,IFPB,84:f1:47:54:f9:80,-80,6,Práticas didáticas,Goose,9
18/11/2025,07:00:25,44,IFPB-VISITANTE,84:f1:47:54:8b:a2,-82,11,Práticas didáticas,Goose,9
18/11/2025,07:00:25,44,IFPB,84:f1:47:54:8b:a0,-83,11,Práticas didáticas,Goose,9
18/11/2025,07:00:25,44,IFPB,e4:4e:2d:85:4c:60,-85,11,Práticas didáticas,Goose,9
18/11/2025,07:00:25,44,IFPB-VISITANTE,e4:4e:2d:85:4c:62,-85,11,Práticas didáticas,Goose,9
18/11/2025,07:00:34,45,IFPB-VISITANTE,84:f1:47:54:eb:22,-78,1,Práticas didáticas,Goose,9
18/11/2025,07:00:34,45,IFPB,84:f1:47:54:eb:20,-79,1,Práticas didáticas,Goose,9
18/11/2025,07:00:34,45,IFPB,84:f1:47:54:f9:80,-80,6,Práticas didáticas,Goose,9
18/11/2025,07:00:34,45,IFPB-VISITANTE,84:f1:47:54:f9:82,-80,6,Práticas didáticas,Goose,9
18/11/2025,07:00:34,45,IFPB,84:f1:47:54:8b:a0,-82,11,Práticas didáticas,Goose,9
18/11/2025,07:00:34,45,IFPB-VISITANTE,84:f1:47:54:8b:a2,-82,11,Práticas didáticas,Goose,9
18/11/2025,07:00:34,45,IFPB,e4:4e:2d:85:4c:60,-85,11,Práticas didáticas,Goose,9
18/11/2025,07:00:34,45,IFPB-VISITANTE,e4:4e:2d:85:4c:62,-87,11,Práticas didáticas,Goose,9
18/11/2025,07:01:29,46,IFPB,84:f1:47:54:fd:c0,-64,1,Sala dos professores,Bull,10
18/11/2025,07:01:29,46,IFPB-VISITANTE,84:f1:47:54:fd:c2,-64,1,Sala dos professores,Bull,10
18/11/2025,07:01:38,47,IFPB,84:f1:47:54:fd:c0,-64,1,Sala dos professores,Bull,10
18/11/2025,07:01:38,47,IFPB-VISITANTE,84:f1:47:54:fd:c2,-64,1,Sala dos professores,Bull,10
18/11/2025,07:01:47,48,IFPB,84:f1:47:54:fd:c0,-63,1,Sala dos professores,Bull,10
18/11/2025,07:01:47,48,IFPB-VISITANTE,84:f1:47:54:fd:c2,-64,1,Sala dos professores,Bull,10
18/11/2025,07:01:56,49,IFPB,84:f1:47:54:fd:c0,-64,1,Sala dos professores,Bull,10
18/11/2025,07:01:56,49,IFPB-VISITANTE,84:f1:47:54:fd:c2,-64,1,Sala dos professores,Bull,10
18/11/2025,07:02:05,50,IFPB,84:f1:47:54:fd:c0,-63,1,Sala dos professores,Bull,10
18/11/2025,07:02:05,50,IFPB-VISITANTE,84:f1:47:54:fd:c2,-63,1,Sala dos professores,Bull,10
18/11/2025,07:02:05,50,IFPB,84:f1:47:54:95:e0,-90,11,Sala dos professores,Bull,10
18/11/2025,07:02:05,50,IFPB-VISITANTE,84:f1:47:54:95:e2,-91,11,Sala dos professores,Bull,10
18/11/2025,07:03:16,51,IFPB,84:f1:47:54:7f:20,-62,11,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:16,51,IFPB-VISITANTE,84:f1:47:54:7f:22,-62,11,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:16,51,IFPB,84:f1:47:54:96:e0,-88,1,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:16,51,IFPB,84:f1:47:54:fd:c0,-89,1,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:16,51,IFPB-VISITANTE,84:f1:47:54:fd:c2,-89,1,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:16,51,IFPB-VISITANTE,84:f1:47:54:96:e2,-89,1,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:16,51,IFPB,84:f1:47:54:95:e0,-90,11,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:16,51,IFPB-VISITANTE,84:f1:47:54:95:e2,-90,11,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:16,51,IFPB,e4:4e:2d:85:4c:60,-93,11,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:25,52,IFPB,84:f1:47:54:7f:20,-63,11,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:25,52,IFPB-VISITANTE,84:f1:47:54:7f:22,-63,11,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:25,52,IFPB,b8:11:4b:1d:1e:40,-82,6,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:25,52,IFPB-VISITANTE,b8:11:4b:1d:1e:42,-82,6,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:25,52,IFPB,84:f1:47:54:fd:c0,-86,1,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:25,52,IFPB-VISITANTE,84:f1:47:54:fd:c2,-87,1,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:25,52,IFPB,84:f1:47:54:96:e0,-88,1,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:25,52,IFPB-VISITANTE,84:f1:47:54:96:e2,-90,1,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:34,53,IFPB,84:f1:47:54:7f:20,-64,11,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:34,53,IFPB-VISITANTE,84:f1:47:54:7f:22,-64,11,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:34,53,IFPB,84:f1:47:54:fd:c0,-84,1,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:34,53,IFPB-VISITANTE,84:f1:47:54:fd:c2,-85,1,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:34,53,IFPB-VISITANTE,b8:11:4b:1d:1e:42,-88,6,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:34,53,IFPB-VISITANTE,e4:4e:2d:85:4c:62,-89,11,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:34,53,IFPB,e4:4e:2d:85:4c:60,-89,11,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:34,53,IFPB,84:f1:47:54:96:e0,-90,1,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:34,53,IFPB,b8:11:4b:1d:1e:40,-90,6,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:34,53,IFPB,84:f1:47:54:71:00,-90,11,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:34,53,IFPB-VISITANTE,84:f1:47:54:96:e2,-91,1,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:34,53,IFPB-VISITANTE,84:f1:47:54:71:02,-91,11,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:43,54,IFPB,84:f1:47:54:7f:20,-63,11,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:43,54,IFPB-VISITANTE,84:f1:47:54:7f:22,-63,11,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:43,54,IFPB-VISITANTE,b8:11:4b:1d:1e:42,-84,6,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:44,54,IFPB,b8:11:4b:1d:1e:40,-85,6,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:44,54,IFPB,84:f1:47:54:fd:c0,-86,1,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:44,54,IFPB-VISITANTE,84:f1:47:54:fd:c2,-86,1,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:44,54,IFPB,84:f1:47:54:96:e0,-88,1,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:44,54,IFPB,e4:4e:2d:85:4c:60,-89,11,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:44,54,IFPB-VISITANTE,84:f1:47:54:96:e2,-90,1,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:44,54,IFPB-VISITANTE,e4:4e:2d:85:4c:62,-91,11,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:53,55,IFPB,84:f1:47:54:7f:20,-63,11,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:53,55,IFPB-VISITANTE,84:f1:47:54:7f:22,-63,11,Lab. Informática 09,Rabbit,11
