data,hora,num,ssid,bssid,rssi,canal,ambiente
17/03/2026,10:40:39,40,IFPB,84:F1:47:54:95:E0,-84,11,PET Eng. Elétrica 
17/03/2026,10:40:39,40,IFPB-VISITANTE,84:F1:47:54:F9:82,-87,11,PET Eng. Elétrica 
17/03/2026,10:40:39,40,IFPB,84:F1:47:54:F9:80,-89,11,PET Eng. Elétrica 
17/03/2026,10:40:39,40,IFPB-VISITANTE,84:F1:47:54:71:02,-91,1,PET Eng. Elétrica 
17/03/2026,10:41:25,41,IFPB,84:F1:47:54:95:E0,-70,11,Coordenação de Eng. Elétrica
17/03/2026,10:41:25,41,IFPB-VISITANTE,84:F1:47:54:95:E2,-70,11,Coordenação de Eng. Elétrica
17/03/2026,10:41:25,41,IFPB,B8:11:4B:1D:14:80,-83,6,Coordenação de Eng. Elétrica
17/03/2026,10:41:25,41,IFPB-VISITANTE,B8:11:4B:1D:14:82,-83,6,Coordenação de Eng. Elétrica
17/03/2026,10:41:25,41,IFPB,84:F1:47:54:F9:80,-89,11,Coordenação de Eng. Elétrica
17/03/2026,10:41:25,41,IFPB-VISITANTE,84:F1:47:54:F9:82,-90,11,Coordenação de Eng. Elétrica
17/03/2026,10:41:35,42,IFPB,84:F1:47:54:95:E0,-70,11,Coordenação de Eng. Elétrica
17/03/2026,10:41:35,42,IFPB-VISITANTE,84:F1:47:54:95:E2,-71,11,Coordenação de Eng. Elétrica
17/03/2026,10:41:35,42,IFPB-VISITANTE,B8:11:4B:1D:14:82,-80,6,Coordenação de Eng. Elétrica
17/03/2026,10:41:35,42,IFPB,B8:11:4B:1D:14:80,-80,6,Coordenação de Eng. Elétrica
17/03/2026,10:41:35,42,IFPB,84:F1:47:54:F9:80,-90,11,Coordenação de Eng. Elétrica
17/03/2026,10:41:35,42,IFPB-VISITANTE,84:F1:47:54:F9:82,-90,11,Coordenação de Eng. Elétrica
17/03/2026,10:41:35,42,IFPB-VISITANTE,84:F1:47:54:FD:C2,-91,1,Coordenação de Eng. Elétrica
