data,hora,num,ssid,bssid,rssi,canal,ambiente,areaCrip,codigo
18/11/2025,06:50:35,10,TP-Link_C3CB,d8:0d:17:3e:c3:cb,-89,4,Lab. de aferição e calibração,Chicken,2
18/11/2025,06:50:35,10,GPDS,00:26:5a:66:55:ef,-89,6,Lab. de aferição e calibração,Chicken,2
18/11/2025,06:50:35,10,IFPB-VISITANTE,84:f1:47:54:6b:82,-90,1,Lab. de aferição e calibração,Chicken,2
18/11/2025,06:50:35,10,IFPB,84:f1:47:54:6b:80,-90,1,Lab. de aferição e calibração,Chicken,2
18/11/2025,06:50:35,10,NPEF/NEPA,50:c7:bf:ef:56:8a,-92,1,Lab. de aferição e calibração,Chicken,2
18/11/2025,06:50:35,10,IFPB-Sala_Professor_14,48:51:cf:81:b0:9e,-92,2,Lab. de aferição e calibração,Chicken,2
18/11/2025,06:50:35,10,IFPB TCC,d8:5d:4c:86:7e:66,-93,1,Lab. de aferição e calibração,Chicken,2
18/11/2025,06:51:20,11,APTelefonia,58:10:8c:91:f3:aa,-61,1,Lab. de Instrumentação biomédica,Pig,3
18/11/2025,06:51:20,11,Lab. de Sinais Digitais,18:d6:c7:f9:37:2f,-64,11,Lab. de Instrumentação biomédica,Pig,3
18/11/2025,06:51:20,11,TP-Link_1324,7c:f1:7e:8d:13:22,-66,3,Lab. de Instrumentação biomédica,Pig,3
18/11/2025,06:51:20,11,GPDS,00:26:5a:66:55:ef,-71,6,Lab. de Instrumentação biomédica,Pig,3
18/11/2025,06:51:20,11,Intelbras,18:0d:2c:7f:eb:ac,-74,7,Lab. de Instrumentação biomédica,Pig,3
18/11/2025,06:51:20,11,IFPB,84:f1:47:54:96:e0,-77,1,Lab. de Instrumentação biomédica,Pig,3
18/11/2025,06:51:20,11,IFPB-VISITANTE,84:f1:47:54:96:e2,-77,1,Lab. de Instrumentação biomédica,Pig,3
18/11/2025,06:51:20,11,IFPB,e4:4e:2d:85:4c:60,-81,11,Lab. de Instrumentação biomédica,Pig,3
18/11/2025,06:51:20,11,UA2-MiniLab,60:32:b1:2d:66:c3,-82,10,Lab. de Instrumentação biomédica,Pig,3
18/11/2025,06:51:20,11,IFPB-VISITANTE,e4:4e:2d:85:4c:62,-82,11,Lab. de Instrumentação biomédica,Pig,3
18/11/2025,06:51:20,11,IFPB-VISITANTE,84:f1:47:54:8b:a2,-84,11,Lab. de Instrumentação biomédica,Pig,3
18/11/2025,06:51:20,11,IFPB,84:f1:47:54:8b:a0,-85,11,Lab. de Instrumentação biomédica,Pig,3
