num,ambiente,24:36:da:2b:5e:c0,24:36:da:2b:5e:c2,24:36:da:2b:bc:00,24:36:da:2b:bc:02,24:36:da:9f:fb:80,24:36:da:9f:fb:82,24:36:da:a2:7f:40,24:36:da:a2:7f:42,2c:57:41:cd:e1:c0,2c:57:41:cd:e1:c2,2c:57:41:d4:69:c0,2c:57:41:d4:69:c2,2c:57:41:d4:a5:20,2c:57:41:d4:a5:22,84:f1:47:54:6b:80,84:f1:47:54:6b:82,84:f1:47:54:71:00,84:f1:47:54:71:02,84:f1:47:54:7f:20,84:f1:47:54:7f:22,84:f1:47:54:7f:60,84:f1:47:54:7f:62,84:f1:47:54:80:60,84:f1:47:54:80:62,84:f1:47:54:81:00,84:f1:47:54:81:02,84:f1:47:54:8b:a0,84:f1:47:54:8b:a2,84:f1:47:54:95:e0,84:f1:47:54:95:e2,84:f1:47:54:96:e0,84:f1:47:54:96:e2,84:f1:47:54:97:00,84:f1:47:54:97:02,84:f1:47:54:eb:20,84:f1:47:54:eb:22,84:f1:47:54:f9:80,84:f1:47:54:f9:82,84:f1:47:54:fd:60,84:f1:47:54:fd:62,84:f1:47:54:fd:c0,84:f1:47:54:fd:c2,b8:11:4b:1d:12:00,b8:11:4b:1d:12:02,b8:11:4b:1d:14:80,b8:11:4b:1d:14:82,b8:11:4b:1d:1e:40,b8:11:4b:1d:1e:42,e4:4e:2d:85:4c:60,e4:4e:2d:85:4c:62
147,Sala dos professores,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-88.0
148,Sala dos professores,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-86.0
149,Sala dos professores,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-87.0
150,Sala dos professores,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-89.0
151,Lab. química 03,-100.0,-100.0,-75.0,-75.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-74.0,-100.0,-100.0,-100.0,-100.0,-80.0,-80.0,-100.0,-100.0,-87.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
152,Lab. química 03,-100.0,-100.0,-74.0,-75.0,-100.0,-100.0,-87.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-76.0,-100.0,-100.0,-100.0,-100.0,-79.0,-79.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
153,Lab. química 03,-100.0,-100.0,-74.0,-74.0,-100.0,-100.0,-90.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-74.0,-100.0,-100.0,-100.0,-100.0,-78.0,-77.0,-100.0,-100.0,-81.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
154,Lab. química 03,-100.0,-100.0,-76.0,-78.0,-100.0,-100.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-75.0,-100.0,-100.0,-100.0,-100.0,-79.0,-78.0,-100.0,-100.0,-84.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
155,Lab. química 03,-100.0,-100.0,-78.0,-78.0,-100.0,-100.0,-100.0,-90.0,-90.0,-89.0,-100.0,-100.0,-100.0,-100.0,-75.0,-75.0,-100.0,-100.0,-100.0,-100.0,-79.0,-79.0,-100.0,-100.0,-85.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
156,Lab. química 03,-100.0,-100.0,-81.0,-80.0,-100.0,-100.0,-85.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-76.0,-100.0,-100.0,-100.0,-100.0,-81.0,-80.0,-100.0,-100.0,-84.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
157,Lab. química 03,-100.0,-100.0,-73.0,-71.0,-100.0,-100.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-86.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
158,Lab. química 03,-100.0,-100.0,-82.0,-83.0,-100.0,-100.0,-84.0,-83.0,-89.0,-89.0,-100.0,-100.0,-100.0,-100.0,-76.0,-77.0,-100.0,-100.0,-100.0,-100.0,-79.0,-79.0,-100.0,-100.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
159,Lab. química 03,-100.0,-100.0,-81.0,-82.0,-100.0,-100.0,-86.0,-87.0,-91.0,-88.0,-100.0,-100.0,-100.0,-100.0,-78.0,-78.0,-100.0,-100.0,-100.0,-100.0,-80.0,-78.0,-100.0,-100.0,-86.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
160,Lab. química 03,-100.0,-100.0,-78.0,-78.0,-100.0,-100.0,-88.0,-86.0,-91.0,-89.0,-100.0,-100.0,-100.0,-100.0,-75.0,-75.0,-100.0,-100.0,-100.0,-100.0,-81.0,-80.0,-100.0,-100.0,-88.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
161,Lab. química 02,-100.0,-100.0,-77.0,-77.0,-100.0,-100.0,-87.0,-89.0,-88.0,-90.0,-100.0,-100.0,-100.0,-100.0,-68.0,-68.0,-100.0,-100.0,-100.0,-100.0,-86.0,-86.0,-100.0,-91.0,-91.0,-92.0,-89.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
162,Lab. química 02,-100.0,-100.0,-78.0,-78.0,-100.0,-100.0,-88.0,-89.0,-87.0,-87.0,-100.0,-100.0,-100.0,-100.0,-68.0,-68.0,-100.0,-100.0,-100.0,-100.0,-80.0,-80.0,-100.0,-100.0,-100.0,-100.0,-90.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
163,Lab. química 02,-100.0,-100.0,-76.0,-76.0,-100.0,-100.0,-88.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-62.0,-100.0,-100.0,-100.0,-100.0,-80.0,-79.0,-100.0,-100.0,-91.0,-100.0,-88.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
164,Lab. química 02,-100.0,-100.0,-75.0,-75.0,-100.0,-100.0,-87.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-62.0,-100.0,-100.0,-100.0,-100.0,-81.0,-80.0,-100.0,-89.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
165,Lab. química 02,-100.0,-100.0,-80.0,-80.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-61.0,-100.0,-100.0,-100.0,-100.0,-81.0,-81.0,-90.0,-89.0,-90.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
166,Lab. química 02,-100.0,-100.0,-81.0,-81.0,-100.0,-100.0,-100.0,-100.0,-90.0,-91.0,-100.0,-100.0,-100.0,-100.0,-62.0,-62.0,-100.0,-100.0,-100.0,-100.0,-83.0,-83.0,-92.0,-89.0,-91.0,-92.0,-89.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
167,Lab. química 02,-100.0,-100.0,-74.0,-75.0,-100.0,-100.0,-88.0,-89.0,-89.0,-87.0,-100.0,-100.0,-100.0,-100.0,-61.0,-61.0,-100.0,-100.0,-100.0,-100.0,-81.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
168,Lab. química 02,-100.0,-100.0,-76.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-60.0,-100.0,-100.0,-100.0,-100.0,-81.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
169,Lab. química 02,-100.0,-100.0,-75.0,-75.0,-100.0,-100.0,-87.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-61.0,-100.0,-100.0,-100.0,-100.0,-81.0,-81.0,-100.0,-100.0,-91.0,-91.0,-89.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
170,Lab. química 02,-100.0,-100.0,-75.0,-74.0,-100.0,-100.0,-87.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-61.0,-100.0,-100.0,-100.0,-100.0,-80.0,-80.0,-100.0,-100.0,-89.0,-91.0,-85.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
171,Lab. química 01,-100.0,-100.0,-74.0,-75.0,-100.0,-100.0,-88.0,-88.0,-80.0,-81.0,-100.0,-100.0,-100.0,-100.0,-57.0,-58.0,-100.0,-100.0,-100.0,-100.0,-85.0,-85.0,-89.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
172,Lab. química 01,-100.0,-100.0,-75.0,-77.0,-100.0,-100.0,-100.0,-100.0,-87.0,-88.0,-100.0,-100.0,-100.0,-100.0,-58.0,-58.0,-100.0,-100.0,-100.0,-100.0,-84.0,-83.0,-90.0,-91.0,-91.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
173,Lab. química 01,-100.0,-100.0,-77.0,-76.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-56.0,-100.0,-100.0,-100.0,-100.0,-82.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
174,Lab. química 01,-100.0,-100.0,-78.0,-78.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-61.0,-100.0,-100.0,-100.0,-100.0,-83.0,-82.0,-92.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
175,Lab. química 01,-100.0,-100.0,-76.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-60.0,-100.0,-100.0,-100.0,-100.0,-82.0,-80.0,-100.0,-88.0,-100.0,-100.0,-88.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
176,Lab. química 01,-100.0,-100.0,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-60.0,-60.0,-100.0,-100.0,-100.0,-100.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-88.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
177,Lab. química 01,-100.0,-100.0,-74.0,-75.0,-100.0,-100.0,-89.0,-89.0,-83.0,-83.0,-100.0,-100.0,-100.0,-100.0,-59.0,-59.0,-100.0,-100.0,-100.0,-100.0,-82.0,-80.0,-91.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
178,Lab. química 01,-100.0,-100.0,-76.0,-76.0,-100.0,-100.0,-88.0,-89.0,-84.0,-86.0,-100.0,-100.0,-100.0,-100.0,-65.0,-65.0,-100.0,-100.0,-100.0,-100.0,-86.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
179,Lab. química 01,-100.0,-100.0,-75.0,-76.0,-100.0,-100.0,-87.0,-88.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-65.0,-65.0,-100.0,-100.0,-100.0,-100.0,-81.0,-82.0,-90.0,-89.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
180,Lab. química 01,-100.0,-100.0,-76.0,-76.0,-100.0,-100.0,-88.0,-88.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-60.0,-59.0,-100.0,-100.0,-100.0,-100.0,-87.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
181,Lab. de microscopia,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0,-86.0,-88.0,-76.0,-76.0,-100.0,-100.0,-76.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
182,Lab. de microscopia,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-85.0,-81.0,-81.0,-100.0,-100.0,-100.0,-100.0,-87.0,-87.0,-80.0,-80.0,-100.0,-100.0,-80.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-90.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
183,Lab. de microscopia,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-83.0,-80.0,-80.0,-100.0,-100.0,-100.0,-100.0,-87.0,-87.0,-81.0,-80.0,-100.0,-100.0,-80.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
184,Lab. de microscopia,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-86.0,-79.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-74.0,-100.0,-100.0,-74.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
185,Lab. de microscopia,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-75.0,-76.0,-100.0,-100.0,-76.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
186,Lab. de microscopia,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-86.0,-84.0,-83.0,-100.0,-100.0,-100.0,-100.0,-89.0,-88.0,-74.0,-74.0,-100.0,-100.0,-76.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
187,Lab. de microscopia,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-79.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-73.0,-100.0,-100.0,-79.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
188,Lab. de microscopia,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-87.0,-79.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-75.0,-100.0,-100.0,-79.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-86.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
189,Lab. de microscopia,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-81.0,-80.0,-100.0,-100.0,-100.0,-100.0,-88.0,-89.0,-74.0,-74.0,-100.0,-100.0,-77.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
190,Lab. de microscopia,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-88.0,-84.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-74.0,-100.0,-100.0,-75.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
191,Lab. de matemática,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-83.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-76.0,-100.0,-100.0,-79.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
192,Lab. de matemática,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-85.0,-80.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-78.0,-100.0,-100.0,-80.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
193,Lab. de matemática,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-76.0,-100.0,-100.0,-84.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
194,Lab. de matemática,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-88.0,-84.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-79.0,-100.0,-100.0,-79.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
195,Lab. de matemática,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-89.0,-84.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-80.0,-100.0,-100.0,-80.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
196,Lab. de matemática,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-93.0,-84.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-79.0,-100.0,-100.0,-80.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-89.0,-85.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
