Local,Roteador,Canal,Minimo,Maximo,Quantidade,NumRoteador
Coordenação de pós em Eng. Elétrica,e4:4e:2d:85:4c:62,11,-80,-75,10,Roteador 23
Coordenação de pós em Eng. Elétrica,24:36:da:9f:fb:80,11,-89,-87,6,Roteador 30
Coordenação de pós em Eng. Elétrica,24:36:da:9f:fb:82,11,-89,-86,6,Roteador 30
Coordenação de pós em Eng. Elétrica,64:70:02:99:fe:f4,1,-92,-86,10,Roteador 31
Coordenação de química,00:26:5a:66:55:ef,6,-93,-87,10,Roteador 01
Coordenação de química,00:e0:4c:65:36:bc,11,-80,-73,10,Roteador 02
Coordenação de química,18:0d:2c:7f:eb:ac,7,-94,-85,10,Roteador 03
Coordenação de química,18:d6:c7:f9:37:2f,11,-83,-80,10,Roteador 04
Coordenação de química,24:36:da:2b:bc:00,6,-89,-89,2,Roteador 06
Coordenação de química,24:36:da:2b:bc:02,6,-88,-88,1,Roteador 06
Coordenação de química,24:fd:0d:57:19:26,5,-95,-94,2,Roteador 07
Coordenação de química,48:51:cf:81:b0:9e,3,-95,-91,8,Roteador 08
Coordenação de química,50:c7:bf:ef:56:8a,3,-66,-55,10,Roteador 09
Coordenação de química,58:10:8c:91:f3:aa,1,-87,-81,10,Roteador 10
Coordenação de química,60:32:b1:2d:66:c3,10,-86,-78,10,Roteador 11
Coordenação de química,7c:f1:7e:8d:13:22,10,-94,-90,2,Roteador 13
Coordenação de química,84:f1:47:54:8b:a0,1,-80,-72,10,Roteador 15
Coordenação de química,84:f1:47:54:8b:a2,1,-80,-72,10,Roteador 15
Coordenação de química,cc:32:e5:0c:fc:2b,9,-92,-87,10,Roteador 20
Coordenação de química,84:f1:47:54:fd:60,1,-76,-69,10,Roteador 27
Coordenação de química,84:f1:47:54:fd:62,1,-76,-70,10,Roteador 27
Coordenação de química,d2:c0:bf:a3:e4:0a,6,-66,-66,1,Roteador 29
Coordenação de química,2c:57:41:d4:a5:20,11,-91,-90,3,Roteador 32
Coordenação de química,2c:57:41:d4:a5:22,11,-91,-90,2,Roteador 32
Coordenação de química,44:d2:44:dd:32:49,11,-70,-65,10,Roteador 33
Coordenação de química,4a:88:04:ac:88:c5,11,-96,-94,2,Roteador 34
Coordenação de química,54:e6:fc:ba:ad:86,1,-87,-80,10,Roteador 35
Coordenação de química,84:f1:47:54:80:60,11,-89,-83,9,Roteador 36
Coordenação de química,84:f1:47:54:80:62,11,-88,-84,8,Roteador 36
Coordenação de química,84:f1:47:54:81:00,11,-91,-91,1,Roteador 37
Coordenação de química,84:f1:47:54:81:02,11,-92,-92,1,Roteador 37
Coordenação de química,8e:c0:b9:b0:45:01,6,-93,-92,2,Roteador 38
Coordenação de química,8e:e5:c0:e7:58:cc,11,-91,-85,4,Roteador 39
Coordenação de química,c6:f4:87:ce:0d:8c,11,-92,-92,1,Roteador 40
Coordenação de química,c6:f4:87:ce:0d:8c,6,-93,-93,2,Roteador 41
Coordenação de química,d8:36:5f:54:70:40,1,-97,-91,4,Roteador 42
Lab. Informática 09,00:26:5a:66:55:ef,6,-80,-75,10,Roteador 01
Lab. Informática 09,18:0d:2c:7f:eb:ac,7,-67,-60,10,Roteador 03
Lab. Informática 09,18:d6:c7:f9:37:2f,11,-84,-77,10,Roteador 04
Lab. Informática 09,24:fd:0d:57:19:26,5,-72,-59,10,Roteador 07
Lab. Informática 09,48:51:cf:81:b0:9e,3,-76,-73,2,Roteador 08
Lab. Informática 09,50:c7:bf:ef:56:8a,3,-93,-93,1,Roteador 09
Lab. Informática 09,58:10:8c:91:f3:aa,1,-67,-60,10,Roteador 10
Lab. Informática 09,60:32:b1:2d:66:c3,10,-92,-85,10,Roteador 11
Lab. Informática 09,64:66:b3:62:eb:86,1,-93,-84,10,Roteador 12
Lab. Informática 09,7c:f1:7e:8d:13:22,10,-73,-66,10,Roteador 13
Lab. Informática 09,84:f1:47:54:95:e0,11,-90,-90,1,Roteador 16
Lab. Informática 09,84:f1:47:54:96:e0,1,-87,-82,10,Roteador 17
Lab. Informática 09,84:f1:47:54:96:e2,1,-86,-81,10,Roteador 17
Lab. Informática 09,cc:32:e5:0c:fc:2b,9,-95,-85,10,Roteador 20
Lab. Informática 09,d8:0d:17:3e:c3:cb,4,-81,-72,10,Roteador 21
Lab. Informática 09,d8:5d:4c:86:7e:66,1,-71,-60,10,Roteador 22
Lab. Informática 09,e4:4e:2d:85:4c:60,11,-80,-78,10,Roteador 23
Lab. Informática 09,e4:4e:2d:85:4c:62,11,-80,-77,10,Roteador 23
Lab. Informática 09,e8:94:f6:b9:2f:46,6,-90,-83,10,Roteador 24
Lab. Informática 09,54:e6:fc:cf:22:de,6,-95,-89,10,Roteador 26
Lab. Informática 09,84:f1:47:54:fd:c0,1,-89,-84,10,Roteador 27
Lab. Informática 09,84:f1:47:54:fd:c2,1,-87,-84,10,Roteador 27
Lab. Informática 09,64:70:02:99:fe:f4,1,-93,-93,1,Roteador 31
Lab. Informática 09,2c:57:41:d4:69:c0,1,-86,-82,10,Roteador 43
Lab. Informática 09,2c:57:41:d4:69:c2,1,-86,-83,10,Roteador 43
Lab. Informática 09,84:f1:47:54:7f:20,11,-66,-62,10,Roteador 44
Lab. Informática 09,84:f1:47:54:7f:22,11,-65,-62,10,Roteador 44
Lab. Informática 09,b8:11:4b:1d:1e:40,6,-89,-84,7,Roteador 45
Lab. Informática 09,b8:11:4b:1d:1e:42,6,-90,-83,8,Roteador 45
Lab. de Instrumentação biomédica,00:26:5a:66:55:ef,6,-80,-73,10,Roteador 01
Lab. de Instrumentação biomédica,00:e0:4c:65:36:bc,11,-79,-66,10,Roteador 02
Lab. de Instrumentação biomédica,18:0d:2c:7f:eb:ac,7,-74,-71,10,Roteador 03
Lab. de Instrumentação biomédica,18:d6:c7:f9:37:2f,11,-67,-62,10,Roteador 04
Lab. de Instrumentação biomédica,24:36:da:2b:5e:c0,1,-89,-86,6,Roteador 05
Lab. de Instrumentação biomédica,24:36:da:2b:5e:c2,1,-88,-87,3,Roteador 05
Lab. de Instrumentação biomédica,24:36:da:2b:bc:00,6,-80,-74,10,Roteador 06
Lab. de Instrumentação biomédica,24:36:da:2b:bc:02,6,-80,-74,10,Roteador 06
Lab. de Instrumentação biomédica,24:fd:0d:57:19:26,5,-86,-80,10,Roteador 07
Lab. de Instrumentação biomédica,48:51:cf:81:b0:9e,3,-96,-89,10,Roteador 08
Lab. de Instrumentação biomédica,50:c7:bf:ef:56:8a,3,-82,-71,10,Roteador 09
Lab. de Instrumentação biomédica,58:10:8c:91:f3:aa,1,-64,-60,10,Roteador 10
Lab. de Instrumentação biomédica,60:32:b1:2d:66:c3,10,-93,-82,10,Roteador 11
Lab. de Instrumentação biomédica,64:66:b3:62:eb:86,1,-90,-83,10,Roteador 12
Lab. de Instrumentação biomédica,7c:f1:7e:8d:13:22,10,-68,-60,10,Roteador 13
Lab. de Instrumentação biomédica,84:f1:47:54:6b:80,6,-83,-77,10,Roteador 14
Lab. de Instrumentação biomédica,84:f1:47:54:6b:82,6,-83,-78,10,Roteador 14
Lab. de Instrumentação biomédica,84:f1:47:54:8b:a0,1,-85,-80,10,Roteador 15
Lab. de Instrumentação biomédica,84:f1:47:54:8b:a2,1,-84,-79,10,Roteador 15
Lab. de Instrumentação biomédica,84:f1:47:54:96:e0,1,-71,-67,10,Roteador 17
Lab. de Instrumentação biomédica,84:f1:47:54:96:e2,1,-71,-67,10,Roteador 17
Lab. de Instrumentação biomédica,84:f1:47:54:f9:80,11,-85,-79,10,Roteador 19
Lab. de Instrumentação biomédica,84:f1:47:54:f9:82,11,-85,-79,10,Roteador 19
Lab. de Instrumentação biomédica,d8:0d:17:3e:c3:cb,4,-80,-72,10,Roteador 21
Lab. de Instrumentação biomédica,d8:5d:4c:86:7e:66,1,-92,-87,10,Roteador 22
Lab. de Instrumentação biomédica,e4:4e:2d:85:4c:60,11,-78,-75,10,Roteador 23
Lab. de Instrumentação biomédica,e4:4e:2d:85:4c:62,11,-78,-75,10,Roteador 23
Lab. de Instrumentação biomédica,54:e6:fc:cf:22:de,6,-96,-93,3,Roteador 26
Lab. de aferição e calibração,00:26:5a:66:55:ef,6,-90,-82,10,Roteador 01
Lab. de aferição e calibração,00:e0:4c:65:36:bc,11,-82,-71,10,Roteador 02
Lab. de aferição e calibração,18:0d:2c:7f:eb:ac,7,-70,-62,10,Roteador 03
Lab. de aferição e calibração,18:d6:c7:f9:37:2f,11,-75,-70,10,Roteador 04
Lab. de aferição e calibração,24:36:da:2b:5e:c0,1,-90,-86,7,Roteador 05
Lab. de aferição e calibração,24:36:da:2b:5e:c2,1,-90,-87,6,Roteador 05
Lab. de aferição e calibração,24:36:da:2b:bc:00,6,-77,-68,10,Roteador 06
Lab. de aferição e calibração,24:36:da:2b:bc:02,6,-77,-68,10,Roteador 06
Lab. de aferição e calibração,24:fd:0d:57:19:26,5,-86,-72,10,Roteador 07
Lab. de aferição e calibração,48:51:cf:81:b0:9e,3,-96,-91,8,Roteador 08
Lab. de aferição e calibração,50:c7:bf:ef:56:8a,3,-94,-88,10,Roteador 09
Lab. de aferição e calibração,58:10:8c:91:f3:aa,1,-64,-56,10,Roteador 10
Lab. de aferição e calibração,60:32:b1:2d:66:c3,10,-96,-90,9,Roteador 11
Lab. de aferição e calibração,64:66:b3:62:eb:86,1,-94,-87,9,Roteador 12
Lab. de aferição e calibração,7c:f1:7e:8d:13:22,10,-51,-47,10,Roteador 13
Lab. de aferição e calibração,84:f1:47:54:6b:80,6,-86,-76,10,Roteador 14
Lab. de aferição e calibração,84:f1:47:54:6b:82,6,-85,-76,10,Roteador 14
Lab. de aferição e calibração,84:f1:47:54:8b:a0,1,-91,-87,3,Roteador 15
Lab. de aferição e calibração,84:f1:47:54:8b:a2,1,-90,-88,3,Roteador 15
Lab. de aferição e calibração,84:f1:47:54:96:e0,1,-62,-56,10,Roteador 17
Lab. de aferição e calibração,84:f1:47:54:96:e2,1,-62,-56,10,Roteador 17
Lab. de aferição e calibração,84:f1:47:54:f9:80,11,-91,-88,5,Roteador 19
Lab. de aferição e calibração,84:f1:47:54:f9:82,11,-92,-87,5,Roteador 19
Lab. de aferição e calibração,d8:0d:17:3e:c3:cb,4,-87,-82,10,Roteador 21
Lab. de aferição e calibração,d8:5d:4c:86:7e:66,1,-91,-86,10,Roteador 22
Lab. de aferição e calibração,e4:4e:2d:85:4c:60,11,-80,-75,10,Roteador 23
Lab. de aferição e calibração,e4:4e:2d:85:4c:62,11,-80,-75,10,Roteador 23
Lab. de aferição e calibração,54:e6:fc:cf:22:de,6,-94,-94,2,Roteador 26
Lab. de aferição e calibração,84:f1:47:54:97:00,1,-89,-89,1,Roteador 46
Lab. de aferição e calibração,84:f1:47:54:97:02,1,-88,-88,1,Roteador 46
Lab. de biologia,00:26:5a:66:55:ef,6,-96,-93,4,Roteador 01
Lab. de biologia,00:e0:4c:65:36:bc,11,-73,-55,10,Roteador 02
Lab. de biologia,18:0d:2c:7f:eb:ac,7,-77,-71,10,Roteador 03
Lab. de biologia,18:d6:c7:f9:37:2f,11,-89,-80,10,Roteador 04
Lab. de biologia,24:36:da:2b:bc:00,6,-72,-64,10,Roteador 06
Lab. de biologia,24:36:da:2b:bc:02,6,-72,-64,10,Roteador 06
Lab. de biologia,24:fd:0d:57:19:26,5,-87,-72,8,Roteador 07
Lab. de biologia,50:c7:bf:ef:56:8a,3,-88,-77,10,Roteador 09
Lab. de biologia,58:10:8c:91:f3:aa,1,-76,-71,10,Roteador 10
Lab. de biologia,60:32:b1:2d:66:c3,10,-88,-83,5,Roteador 11
Lab. de biologia,7c:f1:7e:8d:13:22,10,-88,-77,8,Roteador 13
Lab. de biologia,84:f1:47:54:6b:80,6,-76,-70,10,Roteador 14
Lab. de biologia,84:f1:47:54:6b:82,6,-76,-70,10,Roteador 14
Lab. de biologia,84:f1:47:54:8b:a0,1,-85,-80,10,Roteador 15
Lab. de biologia,84:f1:47:54:8b:a2,1,-84,-79,10,Roteador 15
Lab. de biologia,84:f1:47:54:96:e0,1,-90,-89,4,Roteador 17
Lab. de biologia,84:f1:47:54:96:e2,1,-91,-89,4,Roteador 17
Lab. de biologia,d8:5d:4c:86:7e:66,1,-96,-95,2,Roteador 22
Lab. de biologia,e4:4e:2d:85:4c:60,11,-91,-90,3,Roteador 23
Lab. de biologia,e4:4e:2d:85:4c:62,11,-91,-90,3,Roteador 23
Lab. de biologia,84:f1:47:54:fd:60,1,-91,-88,7,Roteador 27
Lab. de biologia,84:f1:47:54:fd:62,1,-91,-88,6,Roteador 27
Lab. de biologia,44:d2:44:dd:32:49,11,-92,-92,1,Roteador 33
Lab. de biologia,84:f1:47:54:81:00,11,-87,-84,4,Roteador 37
Lab. de biologia,84:f1:47:54:81:02,11,-88,-85,4,Roteador 37
Lab. de biologia,8e:c0:b9:b0:45:01,6,-93,-92,6,Roteador 38
Lab. de biologia,8e:e5:c0:e7:58:cc,11,-84,-72,10,Roteador 39
Lab. de biologia,2c:57:41:cd:e1:c0,11,-89,-89,1,Roteador 47
Lab. de biologia,2c:57:41:cd:e1:c2,11,-89,-89,1,Roteador 47
Lab. de fibras ópticas,00:26:5a:66:55:ef,6,-87,-72,10,Roteador 01
Lab. de fibras ópticas,00:e0:4c:65:36:bc,11,-72,-67,10,Roteador 02
Lab. de fibras ópticas,18:0d:2c:7f:eb:ac,7,-60,-54,10,Roteador 03
Lab. de fibras ópticas,18:d6:c7:f9:37:2f,11,-66,-62,10,Roteador 04
Lab. de fibras ópticas,24:36:da:2b:bc:00,6,-85,-73,10,Roteador 06
Lab. de fibras ópticas,24:36:da:2b:bc:02,6,-85,-73,10,Roteador 06
Lab. de fibras ópticas,24:fd:0d:57:19:26,5,-72,-66,10,Roteador 07
Lab. de fibras ópticas,48:51:cf:81:b0:9e,3,-87,-80,10,Roteador 08
Lab. de fibras ópticas,50:c7:bf:ef:56:8a,3,-91,-81,10,Roteador 09
Lab. de fibras ópticas,58:10:8c:91:f3:aa,1,-43,-37,10,Roteador 10
Lab. de fibras ópticas,60:32:b1:2d:66:c3,10,-84,-77,10,Roteador 11
Lab. de fibras ópticas,64:66:b3:62:eb:86,1,-82,-77,10,Roteador 12
Lab. de fibras ópticas,7c:f1:7e:8d:13:22,10,-65,-62,10,Roteador 13
Lab. de fibras ópticas,84:f1:47:54:8b:a0,1,-89,-86,5,Roteador 15
Lab. de fibras ópticas,84:f1:47:54:8b:a2,1,-88,-86,5,Roteador 15
Lab. de fibras ópticas,84:f1:47:54:96:e0,1,-76,-70,10,Roteador 17
Lab. de fibras ópticas,84:f1:47:54:96:e2,1,-76,-71,10,Roteador 17
Lab. de fibras ópticas,84:f1:47:54:eb:20,6,-89,-85,8,Roteador 18
Lab. de fibras ópticas,84:f1:47:54:eb:22,6,-89,-86,9,Roteador 18
Lab. de fibras ópticas,cc:32:e5:0c:fc:2b,9,-92,-87,10,Roteador 20
Lab. de fibras ópticas,d8:0d:17:3e:c3:cb,4,-92,-86,10,Roteador 21
Lab. de fibras ópticas,d8:5d:4c:86:7e:66,1,-94,-85,10,Roteador 22
Lab. de fibras ópticas,e4:4e:2d:85:4c:60,11,-64,-58,10,Roteador 23
Lab. de fibras ópticas,e4:4e:2d:85:4c:62,11,-63,-57,10,Roteador 23
Lab. de fibras ópticas,e8:94:f6:b9:2f:46,6,-93,-87,10,Roteador 24
Lab. de física,00:26:5a:66:55:ef,6,-95,-87,7,Roteador 01
Lab. de física,00:e0:4c:65:36:bc,11,-59,-50,10,Roteador 02
Lab. de física,18:0d:2c:7f:eb:ac,7,-91,-83,7,Roteador 03
Lab. de física,18:d6:c7:f9:37:2f,11,-86,-82,10,Roteador 04
Lab. de física,24:36:da:2b:bc:00,6,-70,-66,10,Roteador 06
Lab. de física,24:36:da:2b:bc:02,6,-70,-66,10,Roteador 06
Lab. de física,24:fd:0d:57:19:26,5,-91,-77,9,Roteador 07
Lab. de física,48:51:cf:81:b0:9e,3,-94,-91,2,Roteador 08
Lab. de física,50:c7:bf:ef:56:8a,3,-84,-79,10,Roteador 09
Lab. de física,58:10:8c:91:f3:aa,1,-83,-75,10,Roteador 10
Lab. de física,60:32:b1:2d:66:c3,10,-91,-84,5,Roteador 11
Lab. de física,64:66:b3:62:eb:86,1,-93,-93,1,Roteador 12
Lab. de física,7c:f1:7e:8d:13:22,10,-86,-79,7,Roteador 13
Lab. de física,84:f1:47:54:6b:80,6,-72,-69,10,Roteador 14
Lab. de física,84:f1:47:54:6b:82,6,-72,-70,10,Roteador 14
Lab. de física,84:f1:47:54:8b:a0,1,-83,-76,10,Roteador 15
Lab. de física,84:f1:47:54:8b:a2,1,-83,-76,10,Roteador 15
Lab. de física,d8:5d:4c:86:7e:66,1,-93,-93,1,Roteador 22
Lab. de física,84:f1:47:54:fd:60,1,-91,-87,3,Roteador 27
Lab. de física,84:f1:47:54:fd:62,1,-91,-89,3,Roteador 27
Lab. de física,44:d2:44:dd:32:49,11,-91,-87,6,Roteador 33
Lab. de física,84:f1:47:54:81:00,11,-88,-87,3,Roteador 37
Lab. de física,84:f1:47:54:81:02,11,-90,-89,2,Roteador 37
Lab. de física,8e:e5:c0:e7:58:cc,11,-72,-67,10,Roteador 39
Lab. de física,c6:f4:87:ce:0d:8c,11,-89,-89,1,Roteador 40
Lab. de física,2c:57:41:cd:e1:c0,11,-88,-82,7,Roteador 47
Lab. de física,2c:57:41:cd:e1:c2,11,-89,-82,8,Roteador 47
Lab. de física,24:2f:d0:cc:ed:8c,2,-96,-95,3,Roteador 48
Lab. de matemática,00:26:5a:66:55:ef,6,-94,-89,8,Roteador 01
Lab. de matemática,00:e0:4c:65:36:bc,11,-86,-76,10,Roteador 02
Lab. de matemática,18:d6:c7:f9:37:2f,11,-95,-87,9,Roteador 04
Lab. de matemática,50:c7:bf:ef:56:8a,3,-69,-65,10,Roteador 09
Lab. de matemática,58:10:8c:91:f3:aa,1,-94,-88,8,Roteador 10
Lab. de matemática,60:32:b1:2d:66:c3,10,-95,-86,9,Roteador 11
Lab. de matemática,7c:f1:7e:8d:13:22,10,-91,-87,7,Roteador 13
Lab. de matemática,84:f1:47:54:6b:80,6,-85,-80,10,Roteador 14
Lab. de matemática,84:f1:47:54:6b:82,6,-84,-80,10,Roteador 14
Lab. de matemática,84:f1:47:54:8b:a0,1,-84,-77,10,Roteador 15
Lab. de matemática,84:f1:47:54:8b:a2,1,-84,-77,10,Roteador 15
Lab. de matemática,84:f1:47:54:f9:80,11,-92,-92,1,Roteador 19
Lab. de matemática,84:f1:47:54:f9:82,11,-91,-88,3,Roteador 19
Lab. de matemática,d8:0d:17:3e:c3:cb,4,-95,-90,10,Roteador 21
Lab. de matemática,84:f1:47:54:fd:60,1,-87,-83,10,Roteador 27
Lab. de matemática,84:f1:47:54:fd:62,1,-87,-83,10,Roteador 27
Lab. de matemática,2c:57:41:d4:a5:20,11,-90,-85,9,Roteador 32
Lab. de matemática,2c:57:41:d4:a5:22,11,-93,-85,8,Roteador 32
Lab. de matemática,44:d2:44:dd:32:49,11,-93,-87,10,Roteador 33
Lab. de matemática,54:e6:fc:ba:ad:86,1,-96,-87,10,Roteador 35
Lab. de matemática,84:f1:47:54:80:60,11,-82,-75,10,Roteador 36
Lab. de matemática,84:f1:47:54:80:62,11,-83,-76,10,Roteador 36
Lab. de matemática,8e:c0:b9:b0:45:01,6,-95,-89,9,Roteador 38
Lab. de matemática,8e:e5:c0:e7:58:cc,11,-93,-93,1,Roteador 39
Lab. de matemática,52:34:39:7b:41:f6,7,-94,-85,9,Roteador 49
Lab. de matemática,84:f1:47:54:7f:60,6,-89,-87,3,Roteador 50
Lab. de matemática,84:f1:47:54:7f:62,6,-86,-86,1,Roteador 50
Lab. de medidas em telecomunicações,00:26:5a:66:55:ef,6,-89,-80,10,Roteador 01
Lab. de medidas em telecomunicações,00:e0:4c:65:36:bc,11,-85,-73,10,Roteador 02
